user_id,timestamp,start_city,start_state,start_country,end_city,end_state,end_country,distance_km,mode_of_transport,purpose
1013,2025-04-11 06:00:00,Agra,Uttar Pradesh,India,Goa,Goa,India,997,Train,Trekking
1013,2025-04-16 07:00:00,Bengaluru,Karnataka,India,Dehradun,Uttarakhand,India,1167,Bus,Business
1013,2025-04-19 11:00:00,Surat,Gujarat,India,Raipur,Chhattisgarh,India,805,Train,Leisure
1013,2025-04-21 15:00:00,Kolkata,West Bengal,India,Jodhpur,Rajasthan,India,64,Flight,Business
1013,2025-04-23 17:00:00,Jaipur,Rajasthan,India,Bhubaneswar,Odisha,India,663,Train,Trekking
1013,2025-04-28 00:00:00,Agra,Uttar Pradesh,India,Jaipur,Rajasthan,India,994,Car,Tourism
1013,2025-04-30 03:00:00,Varanasi,Uttar Pradesh,India,Bhubaneswar,Odisha,India,989,Train,Leisure
1013,2025-05-01 09:00:00,Surat,Gujarat,India,Amritsar,Punjab,India,1203,Bus,Tourism
1013,2025-05-04 13:00:00,Chandigarh,Chandigarh,India,Thiruvananthapuram,Kerala,India,852,Train,Trekking
1013,2025-05-09 17:00:00,Bhubaneswar,Odisha,India,Nagpur,Maharashtra,India,402,Flight,Tourism
1013,2025-05-11 02:00:00,Pune,Maharashtra,India,Chandigarh,Chandigarh,India,461,Flight,Tourism
1013,2025-05-14 04:00:00,Mumbai,Maharashtra,India,Dehradun,Uttarakhand,India,1182,Car,Return Trip
1013,2025-05-17 09:00:00,Amritsar,Punjab,India,Lucknow,Uttar Pradesh,India,630,Train,Family Visit
1013,2025-05-19 10:00:00,Nagpur,Maharashtra,India,Bhubaneswar,Odisha,India,450,Car,Business
1013,2025-05-22 16:00:00,Thiruvananthapuram,Kerala,India,Patna,Bihar,India,385,Flight,Trekking
1013,2025-05-24 17:00:00,Varanasi,Uttar Pradesh,India,Manali,Himachal Pradesh,India,433,Car,Family Visit
1013,2025-05-26 20:00:00,Lucknow,Uttar Pradesh,India,Bhubaneswar,Odisha,India,1279,Flight,Work
1013,2025-05-27 22:00:00,Amritsar,Punjab,India,Indore,Madhya Pradesh,India,1416,Train,Return Trip
1013,2025-06-02 01:00:00,Mumbai,Maharashtra,India,Jaipur,Rajasthan,India,555,Bus,Leisure
1013,2025-06-05 07:00:00,Indore,Madhya Pradesh,India,Hyderabad,Telangana,India,1076,Car,Tourism
1013,2025-06-10 09:00:00,Pune,Maharashtra,India,Kolkata,West Bengal,India,298,Car,Work
1013,2025-06-14 10:00:00,Patna,Bihar,India,Manali,Himachal Pradesh,India,106,Train,Family Visit
1013,2025-06-19 17:00:00,Guwahati,Assam,India,Manali,Himachal Pradesh,India,583,Bus,Business
1013,2025-06-21 22:00:00,Shimla,Himachal Pradesh,India,Lucknow,Uttar Pradesh,India,936,Flight,Return Trip
1013,2025-06-24 04:00:00,Bhubaneswar,Odisha,India,Bhopal,Madhya Pradesh,India,788,Flight,Work
1013,2025-06-28 09:00:00,Mumbai,Maharashtra,India,Bhopal,Madhya Pradesh,India,703,Flight,Trekking
1013,2025-07-01 10:00:00,Ahmedabad,Gujarat,India,Goa,Goa,India,1099,Flight,Family Visit
1013,2025-07-06 16:00:00,Varanasi,Uttar Pradesh,India,Bengaluru,Karnataka,India,1176,Bus,Trekking
1013,2025-07-11 18:00:00,Chandigarh,Chandigarh,India,Bhopal,Madhya Pradesh,India,63,Train,Work
1013,2025-07-16 04:00:00,Kolkata,West Bengal,India,Thiruvananthapuram,Kerala,India,973,Flight,Work
1013,2025-07-17 10:00:00,Hyderabad,Telangana,India,Raipur,Chhattisgarh,India,1068,Flight,Leisure
1013,2025-07-21 13:00:00,Guwahati,Assam,India,Bengaluru,Karnataka,India,961,Car,Tourism
1013,2025-07-22 18:00:00,Jaipur,Rajasthan,India,Mumbai,Maharashtra,India,98,Car,Trekking
1013,2025-07-25 01:00:00,Ranchi,Jharkhand,India,Amritsar,Punjab,India,892,Flight,Return Trip
1013,2025-07-28 09:00:00,Kolkata,West Bengal,India,Varanasi,Uttar Pradesh,India,369,Flight,Trekking
1013,2025-07-31 17:00:00,Ahmedabad,Gujarat,India,Thiruvananthapuram,Kerala,India,1394,Flight,Trekking
1013,2025-08-06 01:00:00,Mumbai,Maharashtra,India,Chennai,Tamil Nadu,India,732,Flight,Tourism
1013,2025-08-10 05:00:00,Bengaluru,Karnataka,India,Shimla,Himachal Pradesh,India,641,Car,Business
1013,2025-08-14 10:00:00,Jodhpur,Rajasthan,India,Visakhapatnam,Andhra Pradesh,India,1483,Car,Return Trip
1013,2025-08-19 16:00:00,Jaipur,Rajasthan,India,Chennai,Tamil Nadu,India,1258,Train,Business
1014,2025-03-06 11:00:00,Amritsar,Punjab,India,Shimla,Himachal Pradesh,India,1402,Bus,Return Trip
1014,2025-03-08 14:00:00,Surat,Gujarat,India,Dehradun,Uttarakhand,India,114,Train,Return Trip
1014,2025-03-10 22:00:00,Guwahati,Assam,India,Lucknow,Uttar Pradesh,India,1343,Train,Trekking
1014,2025-03-16 08:00:00,Surat,Gujarat,India,Amritsar,Punjab,India,80,Flight,Trekking
1014,2025-03-17 18:00:00,Visakhapatnam,Andhra Pradesh,India,Chandigarh,Chandigarh,India,691,Car,Tourism
1014,2025-03-21 20:00:00,Jaipur,Rajasthan,India,Kolkata,West Bengal,India,732,Bus,Leisure
1014,2025-03-24 03:00:00,Goa,Goa,India,New Delhi,Delhi,India,259,Bus,Business
1014,2025-03-29 12:00:00,Lucknow,Uttar Pradesh,India,Varanasi,Uttar Pradesh,India,928,Flight,Return Trip
1014,2025-04-03 21:00:00,Manali,Himachal Pradesh,India,Guwahati,Assam,India,1123,Train,Work
1014,2025-04-07 04:00:00,Hyderabad,Telangana,India,New Delhi,Delhi,India,1479,Car,Trekking
1014,2025-04-10 10:00:00,Bengaluru,Karnataka,India,Indore,Madhya Pradesh,India,1232,Bus,Family Visit
1014,2025-04-12 13:00:00,Amritsar,Punjab,India,Chandigarh,Chandigarh,India,1079,Bus,Family Visit
1014,2025-04-14 22:00:00,Nagpur,Maharashtra,India,Indore,Madhya Pradesh,India,1252,Car,Tourism
1014,2025-04-19 07:00:00,Jaipur,Rajasthan,India,Ahmedabad,Gujarat,India,451,Train,Work
1014,2025-04-23 15:00:00,Agra,Uttar Pradesh,India,Mumbai,Maharashtra,India,318,Train,Tourism
1014,2025-04-28 17:00:00,Lucknow,Uttar Pradesh,India,Patna,Bihar,India,1360,Flight,Business
1014,2025-05-01 19:00:00,Varanasi,Uttar Pradesh,India,Indore,Madhya Pradesh,India,301,Bus,Tourism
1014,2025-05-03 20:00:00,Mumbai,Maharashtra,India,Jaipur,Rajasthan,India,977,Car,Tourism
1014,2025-05-07 02:00:00,Patna,Bihar,India,Bengaluru,Karnataka,India,1160,Flight,Business
1014,2025-05-12 10:00:00,Chennai,Tamil Nadu,India,Nagpur,Maharashtra,India,1232,Bus,Family Visit
1014,2025-05-13 19:00:00,Pune,Maharashtra,India,Goa,Goa,India,859,Car,Family Visit
1014,2025-05-16 01:00:00,Nagpur,Maharashtra,India,New Delhi,Delhi,India,984,Train,Family Visit
1014,2025-05-20 10:00:00,Lucknow,Uttar Pradesh,India,Amritsar,Punjab,India,279,Flight,Family Visit
1014,2025-05-25 11:00:00,Surat,Gujarat,India,Visakhapatnam,Andhra Pradesh,India,448,Flight,Leisure
1014,2025-05-28 13:00:00,Visakhapatnam,Andhra Pradesh,India,Shimla,Himachal Pradesh,India,62,Bus,Tourism
1014,2025-06-01 20:00:00,Kolkata,West Bengal,India,Chennai,Tamil Nadu,India,1327,Train,Family Visit
1014,2025-06-03 23:00:00,Kolkata,West Bengal,India,Pune,Maharashtra,India,1190,Car,Return Trip
1014,2025-06-05 02:00:00,Jodhpur,Rajasthan,India,Chandigarh,Chandigarh,India,281,Train,Family Visit
1014,2025-06-08 03:00:00,Chandigarh,Chandigarh,India,Bhopal,Madhya Pradesh,India,1298,Flight,Trekking
1014,2025-06-09 07:00:00,Thiruvananthapuram,Kerala,India,Visakhapatnam,Andhra Pradesh,India,274,Train,Tourism
1014,2025-06-13 17:00:00,Raipur,Chhattisgarh,India,Ranchi,Jharkhand,India,1353,Bus,Trekking
1014,2025-06-14 21:00:00,Goa,Goa,India,Patna,Bihar,India,606,Car,Return Trip
1014,2025-06-17 01:00:00,Patna,Bihar,India,Chandigarh,Chandigarh,India,890,Car,Trekking
1014,2025-06-21 10:00:00,Raipur,Chhattisgarh,India,Manali,Himachal Pradesh,India,194,Flight,Return Trip
1014,2025-06-26 15:00:00,New Delhi,Delhi,India,Agra,Uttar Pradesh,India,218,Train,Family Visit
1014,2025-07-02 00:00:00,Surat,Gujarat,India,Visakhapatnam,Andhra Pradesh,India,1432,Flight,Business
1014,2025-07-03 09:00:00,Jaipur,Rajasthan,India,Pune,Maharashtra,India,199,Flight,Work
1014,2025-07-07 11:00:00,Goa,Goa,India,Chandigarh,Chandigarh,India,59,Flight,Family Visit
1014,2025-07-10 15:00:00,Bhubaneswar,Odisha,India,Nagpur,Maharashtra,India,1086,Flight,Business
1014,2025-07-12 22:00:00,Amritsar,Punjab,India,Varanasi,Uttar Pradesh,India,288,Car,Return Trip
1014,2025-07-14 07:00:00,Jaipur,Rajasthan,India,Jodhpur,Rajasthan,India,201,Bus,Return Trip
1014,2025-07-17 09:00:00,New Delhi,Delhi,India,Agra,Uttar Pradesh,India,577,Bus,Tourism
1014,2025-07-18 15:00:00,Indore,Madhya Pradesh,India,Lucknow,Uttar Pradesh,India,688,Bus,Family Visit
1014,2025-07-21 16:00:00,Amritsar,Punjab,India,Indore,Madhya Pradesh,India,319,Flight,Work
1014,2025-07-23 17:00:00,Ahmedabad,Gujarat,India,Ranchi,Jharkhand,India,129,Train,Trekking
1014,2025-07-29 01:00:00,Ranchi,Jharkhand,India,Shimla,Himachal Pradesh,India,502,Car,Family Visit
1014,2025-08-01 08:00:00,Agra,Uttar Pradesh,India,Goa,Goa,India,350,Car,Business
1014,2025-08-04 16:00:00,Nagpur,Maharashtra,India,Thiruvananthapuram,Kerala,India,68,Car,Work
1014,2025-08-10 01:00:00,Goa,Goa,India,Guwahati,Assam,India,762,Flight,Return Trip
1014,2025-08-12 11:00:00,Bengaluru,Karnataka,India,Jaipur,Rajasthan,India,491,Car,Leisure
1015,2025-03-02 12:00:00,Ranchi,Jharkhand,India,Goa,Goa,India,1283,Car,Work
1015,2025-03-06 19:00:00,Amritsar,Punjab,India,Patna,Bihar,India,198,Flight,Tourism
1015,2025-03-09 21:00:00,Varanasi,Uttar Pradesh,India,Chennai,Tamil Nadu,India,961,Train,Return Trip
1015,2025-03-11 05:00:00,Raipur,Chhattisgarh,India,Visakhapatnam,Andhra Pradesh,India,802,Bus,Return Trip
1015,2025-03-13 14:00:00,Mumbai,Maharashtra,India,Surat,Gujarat,India,1243,Car,Business
1015,2025-03-18 15:00:00,New Delhi,Delhi,India,Agra,Uttar Pradesh,India,244,Car,Leisure
1015,2025-03-24 00:00:00,Patna,Bihar,India,Chennai,Tamil Nadu,India,698,Flight,Return Trip
1015,2025-03-26 05:00:00,New Delhi,Delhi,India,Nagpur,Maharashtra,India,976,Car,Business
1015,2025-03-28 07:00:00,Chennai,Tamil Nadu,India,Amritsar,Punjab,India,763,Car,Business
1015,2025-04-01 16:00:00,Dehradun,Uttarakhand,India,Kolkata,West Bengal,India,1409,Train,Family Visit
1015,2025-04-06 19:00:00,Patna,Bihar,India,New Delhi,Delhi,India,1429,Flight,Business
1015,2025-04-09 22:00:00,Manali,Himachal Pradesh,India,Pune,Maharashtra,India,686,Flight,Return Trip
1015,2025-04-15 02:00:00,Shimla,Himachal Pradesh,India,Thiruvananthapuram,Kerala,India,917,Train,Work
1015,2025-04-17 08:00:00,Dehradun,Uttarakhand,India,Lucknow,Uttar Pradesh,India,243,Train,Return Trip
1015,2025-04-20 14:00:00,Raipur,Chhattisgarh,India,Ranchi,Jharkhand,India,1492,Flight,Work
1015,2025-04-24 17:00:00,Pune,Maharashtra,India,Ahmedabad,Gujarat,India,589,Flight,Business
1015,2025-04-29 03:00:00,New Delhi,Delhi,India,Thiruvananthapuram,Kerala,India,1041,Train,Tourism
1015,2025-04-30 12:00:00,Kolkata,West Bengal,India,Mumbai,Maharashtra,India,1058,Bus,Business
1015,2025-05-05 14:00:00,Jodhpur,Rajasthan,India,Nagpur,Maharashtra,India,1164,Flight,Trekking
1015,2025-05-07 19:00:00,Raipur,Chhattisgarh,India,Goa,Goa,India,1280,Car,Leisure
1015,2025-05-12 23:00:00,Agra,Uttar Pradesh,India,Varanasi,Uttar Pradesh,India,89,Car,Business
1015,2025-05-14 02:00:00,Lucknow,Uttar Pradesh,India,Agra,Uttar Pradesh,India,889,Bus,Leisure
1015,2025-05-17 10:00:00,Mumbai,Maharashtra,India,Bengaluru,Karnataka,India,1497,Train,Family Visit
1015,2025-05-19 17:00:00,Pune,Maharashtra,India,Visakhapatnam,Andhra Pradesh,India,624,Train,Tourism
1015,2025-05-23 19:00:00,Hyderabad,Telangana,India,Bhopal,Madhya Pradesh,India,604,Bus,Trekking
1015,2025-05-25 22:00:00,Hyderabad,Telangana,India,Jodhpur,Rajasthan,India,204,Flight,Business
1015,2025-05-31 05:00:00,Chandigarh,Chandigarh,India,Chennai,Tamil Nadu,India,911,Bus,Work
1015,2025-06-05 08:00:00,Agra,Uttar Pradesh,India,Ahmedabad,Gujarat,India,200,Train,Business
1015,2025-06-06 13:00:00,Kolkata,West Bengal,India,Bengaluru,Karnataka,India,50,Bus,Business
1015,2025-06-10 21:00:00,Manali,Himachal Pradesh,India,Bhubaneswar,Odisha,India,1241,Flight,Return Trip
1015,2025-06-14 01:00:00,Ranchi,Jharkhand,India,Varanasi,Uttar Pradesh,India,1015,Bus,Return Trip
1015,2025-06-16 06:00:00,Patna,Bihar,India,Surat,Gujarat,India,773,Bus,Leisure
1015,2025-06-20 08:00:00,Surat,Gujarat,India,Dehradun,Uttarakhand,India,1165,Flight,Business
1015,2025-06-21 18:00:00,Jaipur,Rajasthan,India,Patna,Bihar,India,1316,Car,Return Trip
1015,2025-06-24 23:00:00,Thiruvananthapuram,Kerala,India,New Delhi,Delhi,India,1398,Car,Trekking
1015,2025-06-29 07:00:00,Pune,Maharashtra,India,New Delhi,Delhi,India,214,Bus,Work
1015,2025-07-01 08:00:00,Visakhapatnam,Andhra Pradesh,India,Ranchi,Jharkhand,India,1326,Flight,Trekking
1015,2025-07-03 18:00:00,New Delhi,Delhi,India,Chandigarh,Chandigarh,India,541,Car,Family Visit
1015,2025-07-06 23:00:00,Goa,Goa,India,Indore,Madhya Pradesh,India,1123,Bus,Leisure
1015,2025-07-08 02:00:00,Hyderabad,Telangana,India,Chennai,Tamil Nadu,India,1305,Car,Tourism
1015,2025-07-13 08:00:00,Nagpur,Maharashtra,India,Mumbai,Maharashtra,India,842,Train,Business
1015,2025-07-16 15:00:00,Chandigarh,Chandigarh,India,Hyderabad,Telangana,India,377,Train,Leisure
1015,2025-07-20 17:00:00,New Delhi,Delhi,India,Nagpur,Maharashtra,India,595,Train,Business
1015,2025-07-25 21:00:00,Jaipur,Rajasthan,India,Thiruvananthapuram,Kerala,India,1015,Flight,Family Visit
1015,2025-07-31 07:00:00,Guwahati,Assam,India,Shimla,Himachal Pradesh,India,965,Train,Trekking
1015,2025-08-05 14:00:00,Pune,Maharashtra,India,Manali,Himachal Pradesh,India,1391,Flight,Business
1015,2025-08-07 15:00:00,Lucknow,Uttar Pradesh,India,Goa,Goa,India,1243,Train,Business
1015,2025-08-08 21:00:00,Raipur,Chhattisgarh,India,Chennai,Tamil Nadu,India,1385,Car,Trekking
1015,2025-08-12 02:00:00,Shimla,Himachal Pradesh,India,Raipur,Chhattisgarh,India,1095,Car,Family Visit
1015,2025-08-17 04:00:00,Patna,Bihar,India,Raipur,Chhattisgarh,India,417,Bus,Trekking
1016,2025-03-03 11:00:00,Bengaluru,Karnataka,India,Visakhapatnam,Andhra Pradesh,India,905,Bus,Business
1016,2025-03-08 12:00:00,Kolkata,West Bengal,India,Mumbai,Maharashtra,India,1122,Flight,Trekking
1016,2025-03-09 22:00:00,Visakhapatnam,Andhra Pradesh,India,Manali,Himachal Pradesh,India,1394,Flight,Family Visit
1016,2025-03-14 05:00:00,Manali,Himachal Pradesh,India,Shimla,Himachal Pradesh,India,200,Car,Return Trip
1016,2025-03-17 15:00:00,Agra,Uttar Pradesh,India,Nagpur,Maharashtra,India,1444,Train,Trekking
1016,2025-03-19 16:00:00,Amritsar,Punjab,India,Nagpur,Maharashtra,India,936,Flight,Leisure
1016,2025-03-22 00:00:00,Ahmedabad,Gujarat,India,Hyderabad,Telangana,India,171,Flight,Return Trip
1016,2025-03-26 01:00:00,Shimla,Himachal Pradesh,India,Bengaluru,Karnataka,India,1257,Flight,Work
1016,2025-03-27 11:00:00,Bhopal,Madhya Pradesh,India,Hyderabad,Telangana,India,1477,Car,Family Visit
1016,2025-03-29 19:00:00,Jaipur,Rajasthan,India,Amritsar,Punjab,India,84,Train,Family Visit
1016,2025-04-03 23:00:00,Dehradun,Uttarakhand,India,Bhopal,Madhya Pradesh,India,125,Train,Family Visit
1016,2025-04-08 02:00:00,Goa,Goa,India,New Delhi,Delhi,India,1245,Bus,Trekking
1016,2025-04-12 04:00:00,Jodhpur,Rajasthan,India,Mumbai,Maharashtra,India,1488,Car,Business
1016,2025-04-16 05:00:00,Mumbai,Maharashtra,India,Chandigarh,Chandigarh,India,791,Train,Trekking
1016,2025-04-19 13:00:00,Ahmedabad,Gujarat,India,Mumbai,Maharashtra,India,483,Bus,Work
1016,2025-04-23 21:00:00,Surat,Gujarat,India,Manali,Himachal Pradesh,India,497,Car,Trekking
1016,2025-04-28 06:00:00,Raipur,Chhattisgarh,India,Visakhapatnam,Andhra Pradesh,India,843,Train,Work
1016,2025-04-30 09:00:00,Jaipur,Rajasthan,India,Raipur,Chhattisgarh,India,73,Car,Family Visit
1016,2025-05-05 16:00:00,Kolkata,West Bengal,India,Guwahati,Assam,India,1121,Flight,Family Visit
1016,2025-05-07 01:00:00,Bhubaneswar,Odisha,India,Chennai,Tamil Nadu,India,133,Flight,Business
1016,2025-05-11 05:00:00,Mumbai,Maharashtra,India,Bengaluru,Karnataka,India,1229,Train,Business
1016,2025-05-16 08:00:00,Jaipur,Rajasthan,India,Goa,Goa,India,161,Bus,Tourism
1016,2025-05-19 16:00:00,Guwahati,Assam,India,Indore,Madhya Pradesh,India,1174,Car,Tourism
1016,2025-05-22 00:00:00,Shimla,Himachal Pradesh,India,Indore,Madhya Pradesh,India,1368,Train,Business
1016,2025-05-25 08:00:00,Guwahati,Assam,India,Bhubaneswar,Odisha,India,1295,Car,Trekking
1016,2025-05-26 15:00:00,Visakhapatnam,Andhra Pradesh,India,Raipur,Chhattisgarh,India,1147,Train,Family Visit
1016,2025-05-28 01:00:00,Pune,Maharashtra,India,Amritsar,Punjab,India,1487,Flight,Leisure
1016,2025-06-02 06:00:00,Jodhpur,Rajasthan,India,Hyderabad,Telangana,India,1243,Bus,Trekking
1016,2025-06-04 11:00:00,Visakhapatnam,Andhra Pradesh,India,Pune,Maharashtra,India,1292,Flight,Business
1016,2025-06-09 13:00:00,Thiruvananthapuram,Kerala,India,Shimla,Himachal Pradesh,India,223,Car,Tourism
1016,2025-06-10 18:00:00,Bhopal,Madhya Pradesh,India,Bhubaneswar,Odisha,India,162,Train,Family Visit
1016,2025-06-14 03:00:00,Dehradun,Uttarakhand,India,Goa,Goa,India,302,Car,Family Visit
1016,2025-06-18 08:00:00,Kolkata,West Bengal,India,Patna,Bihar,India,958,Flight,Work
1016,2025-06-19 09:00:00,Goa,Goa,India,Bengaluru,Karnataka,India,57,Flight,Trekking
1016,2025-06-23 10:00:00,Ranchi,Jharkhand,India,Chennai,Tamil Nadu,India,199,Flight,Work
1016,2025-06-26 11:00:00,Mumbai,Maharashtra,India,Manali,Himachal Pradesh,India,1104,Bus,Tourism
1016,2025-07-01 13:00:00,Ranchi,Jharkhand,India,Agra,Uttar Pradesh,India,110,Flight,Work
1016,2025-07-06 14:00:00,Ranchi,Jharkhand,India,Lucknow,Uttar Pradesh,India,1429,Train,Business
1016,2025-07-09 00:00:00,Hyderabad,Telangana,India,Jodhpur,Rajasthan,India,1484,Train,Work
1016,2025-07-11 09:00:00,Dehradun,Uttarakhand,India,Jodhpur,Rajasthan,India,431,Bus,Return Trip
1016,2025-07-16 18:00:00,Hyderabad,Telangana,India,Nagpur,Maharashtra,India,673,Flight,Work
1016,2025-07-20 02:00:00,Jaipur,Rajasthan,India,Ahmedabad,Gujarat,India,528,Train,Family Visit
1016,2025-07-22 09:00:00,Shimla,Himachal Pradesh,India,Bhubaneswar,Odisha,India,943,Car,Trekking
1016,2025-07-26 17:00:00,Thiruvananthapuram,Kerala,India,Visakhapatnam,Andhra Pradesh,India,887,Train,Work
1016,2025-07-28 20:00:00,Amritsar,Punjab,India,Surat,Gujarat,India,791,Car,Leisure
1016,2025-07-29 23:00:00,Raipur,Chhattisgarh,India,Varanasi,Uttar Pradesh,India,990,Car,Leisure
1016,2025-07-31 05:00:00,Chennai,Tamil Nadu,India,Mumbai,Maharashtra,India,636,Flight,Work
1016,2025-08-03 06:00:00,Guwahati,Assam,India,Goa,Goa,India,561,Bus,Tourism
1016,2025-08-04 08:00:00,Pune,Maharashtra,India,Visakhapatnam,Andhra Pradesh,India,1368,Bus,Trekking
1016,2025-08-05 11:00:00,Goa,Goa,India,New Delhi,Delhi,India,427,Flight,Family Visit
1017,2025-03-03 13:00:00,Surat,Gujarat,India,Bengaluru,Karnataka,India,442,Car,Tourism
1017,2025-03-07 14:00:00,Dehradun,Uttarakhand,India,Thiruvananthapuram,Kerala,India,1362,Flight,Work
1017,2025-03-11 20:00:00,Surat,Gujarat,India,Goa,Goa,India,868,Flight,Business
1017,2025-03-16 01:00:00,Pune,Maharashtra,India,Jodhpur,Rajasthan,India,1474,Car,Business
1017,2025-03-17 11:00:00,Hyderabad,Telangana,India,Ahmedabad,Gujarat,India,1261,Flight,Return Trip
1017,2025-03-21 14:00:00,Jodhpur,Rajasthan,India,Bengaluru,Karnataka,India,1482,Car,Family Visit
1017,2025-03-25 15:00:00,Jaipur,Rajasthan,India,Lucknow,Uttar Pradesh,India,1446,Flight,Work
1017,2025-03-30 17:00:00,Dehradun,Uttarakhand,India,Agra,Uttar Pradesh,India,765,Car,Leisure
1017,2025-04-01 21:00:00,Chandigarh,Chandigarh,India,Goa,Goa,India,805,Car,Return Trip
1017,2025-04-04 07:00:00,Bengaluru,Karnataka,India,Guwahati,Assam,India,939,Train,Tourism
1017,2025-04-05 10:00:00,Jaipur,Rajasthan,India,Varanasi,Uttar Pradesh,India,830,Train,Return Trip
1017,2025-04-09 20:00:00,Kolkata,West Bengal,India,Indore,Madhya Pradesh,India,1392,Bus,Family Visit
1017,2025-04-12 03:00:00,Chennai,Tamil Nadu,India,Goa,Goa,India,1416,Car,Family Visit
1017,2025-04-13 09:00:00,Lucknow,Uttar Pradesh,India,Agra,Uttar Pradesh,India,1293,Train,Tourism
1017,2025-04-16 17:00:00,Chennai,Tamil Nadu,India,Guwahati,Assam,India,1454,Train,Leisure
1017,2025-04-19 23:00:00,Visakhapatnam,Andhra Pradesh,India,Kolkata,West Bengal,India,1131,Train,Family Visit
1017,2025-04-23 03:00:00,Raipur,Chhattisgarh,India,Varanasi,Uttar Pradesh,India,696,Bus,Trekking
1017,2025-04-27 12:00:00,Amritsar,Punjab,India,Guwahati,Assam,India,925,Car,Family Visit
1017,2025-04-28 20:00:00,Pune,Maharashtra,India,Indore,Madhya Pradesh,India,1155,Bus,Leisure
1017,2025-05-04 06:00:00,Bhubaneswar,Odisha,India,Mumbai,Maharashtra,India,603,Car,Trekking
1017,2025-05-06 08:00:00,Ranchi,Jharkhand,India,Kolkata,West Bengal,India,1485,Car,Family Visit
1017,2025-05-10 13:00:00,Lucknow,Uttar Pradesh,India,Thiruvananthapuram,Kerala,India,1093,Car,Business
1017,2025-05-15 19:00:00,New Delhi,Delhi,India,Chandigarh,Chandigarh,India,613,Bus,Work
1017,2025-05-17 03:00:00,Thiruvananthapuram,Kerala,India,Hyderabad,Telangana,India,1480,Flight,Work
1017,2025-05-18 12:00:00,Jaipur,Rajasthan,India,Lucknow,Uttar Pradesh,India,869,Flight,Business
1017,2025-05-19 21:00:00,New Delhi,Delhi,India,Thiruvananthapuram,Kerala,India,1112,Car,Work
1017,2025-05-25 04:00:00,Kolkata,West Bengal,India,New Delhi,Delhi,India,788,Bus,Return Trip
1017,2025-05-28 08:00:00,Shimla,Himachal Pradesh,India,Bhopal,Madhya Pradesh,India,1185,Car,Tourism
1017,2025-06-01 12:00:00,Jaipur,Rajasthan,India,Raipur,Chhattisgarh,India,100,Car,Trekking
1017,2025-06-02 21:00:00,Jodhpur,Rajasthan,India,Bengaluru,Karnataka,India,653,Car,Return Trip
1017,2025-06-05 07:00:00,Dehradun,Uttarakhand,India,Kolkata,West Bengal,India,158,Bus,Tourism
1017,2025-06-07 15:00:00,Chandigarh,Chandigarh,India,Agra,Uttar Pradesh,India,1072,Bus,Leisure
1017,2025-06-12 01:00:00,Manali,Himachal Pradesh,India,Kolkata,West Bengal,India,786,Train,Work
1017,2025-06-15 06:00:00,Bengaluru,Karnataka,India,Surat,Gujarat,India,746,Train,Trekking
1017,2025-06-17 11:00:00,Jodhpur,Rajasthan,India,Varanasi,Uttar Pradesh,India,1195,Flight,Business
1017,2025-06-20 17:00:00,Chennai,Tamil Nadu,India,Bhubaneswar,Odisha,India,1209,Bus,Family Visit
1017,2025-06-25 23:00:00,Nagpur,Maharashtra,India,Visakhapatnam,Andhra Pradesh,India,849,Train,Tourism
1017,2025-06-27 07:00:00,Bhopal,Madhya Pradesh,India,New Delhi,Delhi,India,353,Car,Work
1017,2025-06-28 17:00:00,Chandigarh,Chandigarh,India,Hyderabad,Telangana,India,669,Train,Business
1017,2025-06-29 21:00:00,Visakhapatnam,Andhra Pradesh,India,Thiruvananthapuram,Kerala,India,1086,Train,Leisure
1017,2025-07-02 02:00:00,Hyderabad,Telangana,India,Chennai,Tamil Nadu,India,1049,Car,Business
1017,2025-07-07 07:00:00,Shimla,Himachal Pradesh,India,Nagpur,Maharashtra,India,217,Flight,Work
1017,2025-07-10 11:00:00,Pune,Maharashtra,India,New Delhi,Delhi,India,689,Bus,Trekking
1017,2025-07-14 18:00:00,Visakhapatnam,Andhra Pradesh,India,Goa,Goa,India,1087,Bus,Tourism
1017,2025-07-15 19:00:00,Nagpur,Maharashtra,India,Goa,Goa,India,1059,Train,Return Trip
1017,2025-07-20 04:00:00,Jodhpur,Rajasthan,India,Guwahati,Assam,India,414,Bus,Family Visit
1017,2025-07-22 10:00:00,New Delhi,Delhi,India,Indore,Madhya Pradesh,India,193,Flight,Leisure
1017,2025-07-24 16:00:00,Guwahati,Assam,India,Ranchi,Jharkhand,India,842,Flight,Leisure
1017,2025-07-28 17:00:00,Bhopal,Madhya Pradesh,India,New Delhi,Delhi,India,319,Bus,Business
1017,2025-08-01 00:00:00,Chandigarh,Chandigarh,India,Mumbai,Maharashtra,India,1363,Car,Business
1018,2025-03-02 12:00:00,Dehradun,Uttarakhand,India,Chandigarh,Chandigarh,India,820,Train,Family Visit
1018,2025-03-05 21:00:00,Guwahati,Assam,India,New Delhi,Delhi,India,1145,Train,Business
1018,2025-03-08 07:00:00,Bengaluru,Karnataka,India,Jodhpur,Rajasthan,India,1363,Car,Work
1018,2025-03-12 09:00:00,Shimla,Himachal Pradesh,India,Surat,Gujarat,India,1476,Bus,Tourism
1018,2025-03-13 15:00:00,Amritsar,Punjab,India,Dehradun,Uttarakhand,India,916,Train,Work
